,townland,town,population,lat,lng
12180,Mullanalamphry,Clogher,16,54.6884022,-8.014888909805318
12181,Mullanard,Convoy,14,54.842327499999996,-7.688919039514922
12182,Mullanasole,Laghy,111,54.604469,-8.1334044
12184,Mullanboy,Cloghard,69,54.79324535,-7.594599228942038
12185,Mullanboys,Tantallon,63,54.6483056,-8.26455215414352
12186,Mullandrait,Stranorlar,245,54.804575650000004,-7.748903553485402
12188,Mullanmore,Na Gleannta,12,54.792778,-8.237778
12189,Mullans (ED Ballyshannon Rural),Ballyshannon Rural,39,,
12190,Mullans (ED Donegal),Donegal,248,54.8119136,-7.7125622
12191,Mullans (ED Tullynaught),Tullynaught,18,54.634067099999996,-8.07282421435007
12192,Mullantiboyle,Na Gleannta,51,54.790321250000005,-8.296533645620803
12193,Mulleny,Burt,40,55.02879105,-7.479316688338191
12194,Mullingar,Killygordon,14,54.80319110000001,-7.673076069458524
12195,Mully,An Ghrafaidh,22,54.8044108,-8.19652832465979
12196,Mullyvea,Dawros,17,54.812236150000004,-8.483006759033152
12197,Mulmosog or Altnagapple,Maol Mosóg,13,54.728333,-8.376111
12198,Mulnagoad,Templecarn,8,54.538417249999995,-7.867018078181504
12199,Mulnagung,Clonleigh North,36,54.87062645,-7.515375487292359
12201,Mulnamin More,Na Gleannta,18,54.834446650000004,-8.322787425147634
12202,Mulnaveagh,Clonleigh North,12,54.864673749999994,-7.5285495969050995
12203,Multins,Corkermore,23,54.68074775,-8.390827182891648
12204,Muntermellan,Dún Fionnachaidh,36,55.1979212,-7.9615726
12205,Munterneese,Tantallon,74,54.62947355,-8.243108764868666
12206,Muntertinny,Figart,34,54.885208750000004,-7.62631121654743
12207,Murren,Fánaid Thuaidh,14,55.231370150000004,-7.655122990404081
12208,Murlough (ED Clonleigh South),Clonleigh South,22,54.841080500000004,-7.507935828947357
12209,Murlough (ED Newtown Cunningham),Newtown Cunningham,8,55.000428299999996,-7.5411872057876765
12210,Murroe,Dún Fionnachaidh,68,55.163614550000005,-8.02373179480563
12212,Murvagh Upper Glebe,Ballintra,13,54.59819075,-8.153252563164944
12213,Naran,Dawros,98,54.83741,-8.4472169
12214,Navenny,Knock,877,54.795556,-7.772778
12215,Newmill,Rathmelton,43,55.0265466,-7.6337215905644475
12216,Newrow (ED Clonleigh North),Clonleigh North,15,,
12217,Newrow (ED Figart),Figart,29,54.85232485,-7.62387794189403
12220,Newtownburke,Gleann Gheis,9,54.7732869,-8.49457
12221,Newtowncunningham,Newtown Cunningham,362,54.9926342,-7.516942922226369
12222,Newtowndrumgornan,Donegal,20,54.682040400000005,-8.12682013049044
12224,Newtownhamilton,Killea,37,54.9523811,-7.406522399403766
12225,Norrira,Malin,45,55.30540190000001,-7.270203370787868
12226,Oakfield Demesne,Raphoe,64,54.8787434,-7.572987894616679
12227,Ogherbeg,Haugh,50,54.689407900000006,-8.117420366445055
12229,Oldtown,Letterkenny Rural,440,,
12230,Oort,Gleneely,78,55.24042785,-7.17261533740402
12232,Oughterlin,Killygarvan,12,55.1114789,-7.598231090596617
12233,Oughtmeen,An Clochán Liath,44,54.9356803,-8.29392248381545
12234,Oughtnadrin,Laghy,23,54.6149433,-8.101220550377061
12236,Owenboy (ED Illies),Illies,34,55.19706565,-7.359158044550548
12237,Owenkillew and Barnahone,Buncrana Rural,11,55.113791199999994,-7.3638398103976614
12238,Owennagadragh,Gleneely,14,54.75375305,-7.6652394775226735
12239,Owenteskiny,Inis Caoil,19,54.723690649999995,-8.590714323650559
12241,Parkhill,Ballyshannon Rural,49,54.521395150000004,-8.16780438600786
12242,Parkmore,Ards,54,55.184847899999994,-7.906089983678774
12243,Pettigoe,Pettigoe,61,54.5494414,-7.8321522
12244,Plaster,Newtown Cunningham,13,54.9865941,-7.5166146
12246,Pluck,Magheraboy,32,54.9406288,-7.6416241
12247,Plughoge (Aran Island),Árainn Mhór,35,54.987649000000005,-8.544809786308477
12251,Point (ED Tantallon),Tantallon,8,54.6100132,-8.272637139773371
12254,Pollans,Templedouglas,9,54.977869150000004,-7.840159244293709
12255,Pollet,Fánaid Thuaidh,21,55.25646415,-7.627204080691817
12256,Pollnaranny,Ballintra,19,54.57281815,-8.034171689217732
12257,Port (ED Dunfanaghy),Dún Fionnachaidh,50,55.164722,-7.977778
12258,Port (ED Inver),Inver,44,54.64,-8.306944
12261,Porthall,Clonleigh North,152,54.87902595,-7.456091616489093
12263,Portleen,Loch Caol,47,55.058056,-7.730833
12264,Portlough,Castleforward,21,54.99811295000001,-7.457736914457769
12265,Portnason,Ballyshannon Urban,13,54.499381799999995,-8.20858785967006
12266,Prablin,Rathmelton,13,55.021085850000006,-7.620267994659752
12267,Prieststown,Convoy,19,54.87017995,-7.697818133441752
12269,Procklis (ED Kilmacrenan),Kilmacrenan,49,,
12270,Procklis (ED Templedouglas),Templedouglas,53,54.9569521,-7.87903913407082
12271,Race End,Gortnavern,66,55.010833,-7.723056
12272,Rafoarty (ED Ballintra),Ballintra,32,54.59633445,-8.105338574357507
12274,Raforker,Donegal,10,54.6481673,-8.102924791321076
12275,Rahan Far,Dunkineely,8,54.6151814,-8.371995390277359
12276,Rahan Near,Dunkineely,18,54.623198450000004,-8.36654719144874
12277,Rahanlacky,Corkermore,11,54.6754795,-8.335425931607546
12279,Raneany East,Laghy,26,54.625774050000004,-8.070266266321557
12280,Raneany West,Laghy,102,54.62392005,-8.080092724911617
12281,Raneely,Tantallon,9,54.609167,-8.292778
12282,Rann,Corravaddy,67,54.92394085,-7.759902332918287
12283,Rannagh and Toories,Árainn Mhór,22,54.97852295,-8.55743728915511
12284,Ranny (ED Carrowkeel),An Cheathrú Chaol,69,55.131888849999996,-7.668643977330607
12285,Ranny (ED Lettermacaward),Leitir Mhic an Bhaird,75,54.866929049999996,-8.337213687007461
12286,Raphoe Demesne,Raphoe,137,54.87135855,-7.593536298395319
12287,Raphoe Townparks,Raphoe,855,54.8736062,-7.604023365090548
12288,Rareagh,Corravaddy,77,54.8998837,-7.8056097
12289,Rarooey,Donegal,17,54.6424557,-8.103697279240711
12290,Rashedoge,Killymasny,16,54.93642105,-7.844734537173567
12291,Rashenny,Ballyliffin,155,55.278333,-7.344167
12292,Rath,Ballintra,23,,
12294,Rathdonnell,Edenacarnan,81,54.992738349999996,-7.811900756718137
12295,Rathfragan,Ballintra,11,54.56259985,-8.187799589235762
12296,Rathglass,Bundoran Rural,10,54.473333,-8.234167
12299,Rathmelton,Rathmelton,943,55.03276445,-7.64704227543894
12300,Rathmore,Bundoran Rural,75,,
12301,Rathmullan and Ballyboe (ED Rathmullan),Rathmullan,508,55.097228099999995,-7.54816630519298
12303,Ratteen,St. Johnstown,17,54.89621205,-7.479966198192084
12305,Raws Lower,Cloghard,47,54.760556,-7.601111
12306,Raws Upper,Cloghard,11,54.754212100000004,-7.623963041305359
12308,Ray (ED Cross Roads),Na Croisbhealaí,103,55.146389,-8.055556
12309,Ray (ED Glenalla),Glenalla,62,55.08287275,-7.596553153873934
12310,Raymoghy,Manorcunningham,105,54.945689,-7.6200254
12311,Redford Glebe,Culdaff,22,55.28255235,-7.125562640155543
12312,Revlin,Donegal,18,54.65188645,-8.120717653374513
12313,Rinboy,Fánaid Thuaidh,20,55.247929049999996,-7.73265583530204
12314,Rinclevan,Dún Fionnachaidh,25,55.1732934,-7.974095674349371
12315,Rinmore,Fánaid Thuaidh,14,55.2546913,-7.6841193859375
12316,Rinnafarset,Anagaire,276,55.037214649999996,-8.30630500485627
12317,Rinnakill,Gleann Cholm Cille,33,54.624963949999994,-8.640820097072435
12318,Rinnaraw,Ards,14,55.1777182,-7.936755372483558
12319,Rinnasligo,Ards,16,55.15390735,-7.880231554331768
12321,Rockfield,St. Johnstown,9,54.7915416,-7.7639253
12322,Rockhill (ED Ards),Ards,102,55.17643315,-7.927637869972402
12323,Rockhill (ED Ballymacool),Ballymacool,26,54.930544,-7.7718866
12324,Rockhill (ED Cavangarden),Cavangarden,84,54.570833,-8.113056
12327,Roelough,An Leargaidh Mhór,9,54.61867085,-8.569944199723928
12328,Roes,Eanymore,15,,
12330,Roosky (ED Creeslough),An Craoslach,35,55.09319525,-7.938044739680797
12331,Roosky (ED Castleforward),Castleforward,124,54.992222,-7.479167
12332,Roosky (ED Fahan),Fahan,15,55.093333,-7.435278
12333,Roosky (ED Kincraigy),Kincraigy,63,54.91120295,-7.6357270812998745
12334,Roosky (ED Straid),Straid,53,55.2567093,-7.4085235
12335,Roosky (ED Whitecastle),Whitecastle,120,55.147087400000004,-7.180958944902361
12336,Roosky Lower,Castlefinn,31,54.9165364,-7.6342566
12337,Roosky Upper,Castlefinn,82,54.9035498,-7.6417641
12338,Rosepenna,Ros Goill,133,,
12339,Roshin (ED Dunfanaghy),Dún Fionnachaidh,22,55.1503564,-7.980807037124539
12340,Roshin (ED Gartan),Gartán,30,55.00092925,-7.914199597299345
12341,Roshin (ED Killybegs),Killybegs,62,54.62000505,-8.456666860277144
12342,Roshin (ED Templedouglas),Templedouglas,12,54.9831225,-7.869591123334562
12343,Roshin Acres,Inis Mhic an Doirn,163,54.983307800000006,-8.417286891174367
12344,Roshin Lodge,Inis Mhic an Doirn,21,54.988073400000005,-8.431143514995046
12345,Roshin North,Inis Mhic an Doirn,21,54.99081045,-8.438492029742683
12346,Roshin South,An Machaire,42,54.9311298,-8.423852938382328
12347,Rosnakill,Rosnakill,70,55.187210050000004,-7.688615379710441
12348,Rossbeg,Dawros,27,54.817222,-8.515278
12349,Rossbrackan (ED Magheraboy),Magheraboy,101,54.951667,-7.637222
12350,Rosscad,An Craoslach,32,55.114190550000004,-7.9028949525328365
12352,Rosscat,Ballyshannon Rural,18,54.545973950000004,-8.174388844610817
12353,Rossgarrow,Millford,152,55.0954008,-7.7031277
12354,Rossgeir,Clonleigh North,132,54.849167,-7.500278
12355,Rossilly,Laghy,10,54.61425345,-8.119308559577004
12356,Rossilly Barr,Laghy,14,54.60256175000001,-8.032400388266836
12357,Rosskirk and Killhill,Fánaid Thuaidh,24,55.230506250000005,-7.641213525013897
12358,Rossmore,Tullynaught,18,54.626111,-8.118889
12359,Rossnowlagh Lower,Ballintra,11,54.5655664,-8.2114405
12360,Rossnowlagh Upper or Crockahany,Ballintra,46,54.555470299999996,-8.201104449503433
12361,Rossreagh,Rathmelton,59,55.041159300000004,-7.643161583606023
12362,Rossylongan,Donegal,127,54.648272750000004,-8.139071300295898
12364,Roughan (ED Clonleigh South),Clonleigh South,9,54.8407479,-7.4756825731200465
12365,Roughan (ED Killymasny),Killymasny,19,54.9251751,-7.7975089
12366,Roughan (ED Newtown Cunningham),Newtown Cunningham,10,55.008792400000004,-7.544327768012312
12368,Roughan Glebe,Newtown Cunningham,16,55.011762649999994,-7.549862457407376
12369,Roughpark (ED Castlewray),Castlewray,197,54.9744956,-7.6782373
12370,Roughpark (ED Rathmelton),Rathmelton,25,55.02191235,-7.6422272750116695
12372,Roxborough Glebe,Cill Charthaigh,119,54.64818575,-8.632303097895244
12374,Rushyhill,Gleneely,18,,
12376,Ryelands,Treantaghmucklagh,32,54.95368425,-7.548308421854223
12377,Saintjohnstown,St. Johnstown,334,54.9286428,-7.465401622967445
12378,Sallaghagrane,Letterkenny Rural,672,54.9482153,-7.7530145
12379,Sallows,An Bhinn Bhán,66,54.7198707,-8.197364064349312
12381,Sallywood,Gleneely,26,54.76094835,-7.751790848116427
12382,Salthill Demesne,Tantallon,65,54.6370852,-8.211920731339582
12383,Saltpans (ED Maghery),An Machaire,30,54.93437385,-8.412786258863637
12384,Saltpans (ED Rathmullan),Rathmullan,21,55.1343615,-7.527355842074698
12385,Sandfield,Dawros,49,54.802778,-8.4475
12386,Sandhill,Ards,23,55.1798846,-7.946857595236558
12387,Scaddaman,Gleann Gheis,13,54.74821635,-8.443837192181377
12390,Scribly,Corravaddy,107,54.9384868,-7.7231253
12391,Seacor,Suí Corr,29,54.938056,-7.901667
12395,Sesnacully,Raphoe,8,54.8667277,-7.61157409097601
12396,Sessiagh (Allison),Castlefinn,206,54.80903295,-7.592140349196407
12398,Sessiagh (ED Fanad West),Fánaid Thiar,11,55.24,-7.737778
12399,Sessiagh (Long),Castlefinn,19,54.81447455,-7.586484161597998
12400,Sessiagh (O'Neill),Knock,171,54.78616245,-7.790262054916025
12403,Shallogan More,Gleann Léithín,13,54.84080935,-8.20220360877428
12404,Shalwy,An Leargaidh Mhór,15,54.624167,-8.531389
12405,Shanaghan,Gleann Gheis,38,54.768056,-8.45
12406,Shanbally,Gleann Cholm Cille,39,55.155278,-7.976667
12407,Shandrim,Mintiaghs,135,55.1844546,-7.41160484418357
12408,Shannagh (ED Ballintra),Ballintra,34,54.592778,-8.054167
12410,Shannagh (ED Raphoe),Raphoe,17,54.858517250000006,-7.579366860678429
12411,Shannaghdoo,Fánaid Thuaidh,27,55.248738450000005,-7.661028503321435
12414,Sharagore,Desertegny,51,55.2060082,-7.498919216842417
12415,Sharon Glebe,Newtown Cunningham,9,54.98406395,-7.56166586735899
12416,Sheegys,Ballyshannon Rural,36,54.511132950000004,-8.219306248189914
12418,Sheercloon,Clonleigh North,29,54.853865150000004,-7.539793995659931
12419,Shellfield,Rathmelton,13,55.023808349999996,-7.5865235730747305
12420,Sheskinapoll,Treantaghmucklagh,20,54.9106669,-7.5716404
12421,Sheskinarone,An Clochán Liath,163,54.9734285,-8.356219909899634
12423,Sheskinbeg,Machaire Chlochair,33,55.0787551,-8.26734124053431
12424,Sixty Acres,Clonleigh North,19,54.8619973,-7.475038729780437
12426,Skelpy,Urney West,57,54.7683324,-7.562705608358969
12427,Skeoge,Burt,58,55.0462359,-7.395660286265528
12428,Skerry,Loch Caol,17,55.05308825,-7.7712673598088
12429,Skreen,Tullynaught,7,54.64404125,-8.003298215101287
12431,Skreen Upper,Loch Caol,22,55.066992400000004,-7.767789539141193
12432,Sladran,Mintiaghs,118,55.184722300000004,-7.4387692391483204
12433,Slatehill,Newtown Cunningham,16,54.9957242,-7.56656163523097
12434,Sleeghan,Machaire Chlochair,20,55.084549,-8.25736873151535
12435,Slievebuck,Kincraigy,34,54.90078225,-7.568320107793058
12436,Sminver,Carrickboy/Ballyshannon Urban,7,54.49716865,-8.186095124644403
12437,Snugborough,Ard an Rátha,10,54.755795750000004,-8.357377503690683
12438,Sockar,Edenacarnan,55,54.9784661,-7.8332362
12439,Soppog,Kilderry,162,55.064722,-7.321111
12442,Speenoge,Burt,162,55.0387686,-7.4282475
12443,Spierstown,Clogher,56,54.67049605,-8.061138704319024
12445,Springhill,Clonleigh South,24,,
12449,Sruhanreagh,Dún Lúiche,96,55.11146435,-8.118549117251947
12450,Stackarnagh,Templedouglas,82,54.967571500000005,-7.842762695779224
12455,Starritstown,Convoy,22,54.8815218,-7.683919786843864
12456,Stormhill,Ard an Rátha,10,54.75962455,-8.388626974747687
12457,Straboy (ED Glenties),Na Gleannta,42,54.824225600000005,-8.25136666705118
12458,Straboy (ED Kilgoly),Cill Ghabhlaigh,7,54.745556,-8.6225
12462,Stragally,Allt na Péiste,29,54.8100161,-7.98199384372378
12463,Stragar,Tieveskeelta,71,54.68275035,-8.412959540613539
12464,Stragraddy,An Tearmann,38,55.066997549999996,-7.876545194227164
12465,Straid (ED Straid),Straid,206,55.2644948,-7.4270046
12466,Straid or Glebe,Cill Ghabhlaigh,4,55.2377051,-7.424356480174564
12467,Strakeenagh,Machaire Chlochair,23,55.0704218,-8.246260216612919
12468,Straleel,Cró Chaorach,36,54.680278,-8.626944
12469,Straleel North,Gleann Cholm Cille,22,54.6899789,-8.641585695175152
12470,Straleel South,Gleann Cholm Cille,19,54.67859034999999,-8.642186730216718
12474,Stralongford,Convoy,89,54.8912947,-7.7497873
12475,Stramackilmartin,Machaire Chlochair,50,55.0916759,-8.279874486598336
12476,Stramore,Mín an Lábáin,18,54.968624000000005,-7.968556280733033
12478,Stranabrattoge,An Clochán,35,54.8452243,-7.959141396881728
12479,Stranabrooey,Machaire Chlochair,25,55.091944,-8.266667
12480,Stranaclea,Illies,22,55.1430811,-7.361807431506682
12482,Stranaglogh,Na Gleannta,153,54.8080528,-8.284612872621786
12484,Stranakirk,Cró Chaorach,11,54.69513045,-8.603743369408416
12485,Stranamuck,Castlefinn,31,54.7994379,-7.575506288904522
12489,Stranorlar,Stranorlar,679,54.8045069,-7.769133
12490,Strasallagh,Na Gleannta,9,54.7821072,-8.229830754447068
12491,Straths,Ballyliffin,56,55.2742613,-7.328700639531625
12493,Strawoaghter Glebe,Ard an Rátha,6,54.75420575,-8.312835014707215
12494,Stroangarrow,Allt na Péiste,12,54.78920335,-8.019922268773723
12495,Stroangibbagh (ED Altnapaste),Allt na Péiste,6,54.8007694,-7.983411462752603
12496,Stroangibbagh (ED Lettermore),Lettermore,5,54.8806669,-7.79311038631381
12497,Stroove,Greencastle,93,55.2288807,-6.9317125
12498,Summerhill,Donegal,43,,
12499,Summy,Dawros,38,54.8192053,-8.462498236608074
12501,Swillybrin,Ards,28,55.149444,-7.948889
12502,Tamnawood,Clonleigh North,22,54.85313635,-7.522121411704386
12503,Tamur (ED Bonnyglen),Bonnyglen,21,54.72489845,-8.302815610996873
12504,Tamur (ED Templecarn),Templecarn,28,54.560545649999995,-7.954555636416996
12506,Tangaveane (ED Graffy),An Ghrafaidh,8,54.792778,-8.171667
12507,Taughboy,Goland,11,54.753611,-7.834444
12509,Tawnacrom,Castlefinn,16,54.8004674,-7.566858592647069
12510,Tawnagh,Tullynaught,14,54.64482295,-8.054247771008242
12511,Tawnaghgorm,Tawnawully,36,54.70180705,-8.025427505279946
12512,Tawnaghlahan,Tawnawully,11,54.7006552,-8.000969947864089
12513,Tawnalary,Donegal,28,54.6376221,-8.10617580192321
12514,Tawnasligo,Killybegs,78,54.6404716,-8.41968734644002
12515,Tawnawully Mountains,Tawnawully,15,54.732231999999996,-7.98781471166699
12516,Tawny (ED Largymore),An Leargaidh Mhór,161,54.624444,-8.600833
12517,Tawny (ED Rosnakill),Rosnakill,39,55.2,-7.683333
12518,Tawny Lower,Kilmacrenan,47,55.04371155,-7.752915210418628
12520,Tawny Upper,Loch Caol,11,55.0539543,-7.760420404665382
12522,Tawnyvorgal,Loch Iascaigh,40,54.697709,-8.06108753781171
12523,Teangue,Lettermore,7,54.8505258,-7.741256545320343
12524,Teevickmoy,Stranorlar,87,54.83533305,-7.754873482150485
12526,Templemoyle,Culdaff,167,55.1186892,-7.4469106
12527,Templenew,Carrickboy,8,54.4853046,-8.129578550864839
12528,Termon,An Machaire,45,54.5391321,-7.8367984
12529,Three Trees,Three Trees,184,55.1139873,-7.2137301
12531,Tievebane,Fahan,332,55.0682842,-7.4368748
12532,Tieveboy,Clonleigh North,37,54.8462562,-7.546683052536789
12534,Tievebrack (ED Cloghard),Cloghard,38,54.764547199999996,-7.636373037233162
12535,Tievecloghoge,Knock,27,54.733452799999995,-7.798011963356166
12538,Tievegarvlagh,An Machaire,7,54.91746845,-8.414897894314958
12540,Tievemore,Grousehall,8,55.0174677,-8.1907891
12545,Tinnycahil,Clogher,9,54.6629852,-8.067795375311817
12546,Tirargus,An Tearmann,80,55.012498750000006,-7.880559010211554
12547,Tircallan,Stranorlar,79,54.820652249999995,-7.751030879631275
12550,Tirharon,Manorcunningham,26,54.9821376,-7.583624620840415
12551,Tirhomin,Millford,75,55.1124656,-7.677194829399999
12552,Tirinisk,Cloghard,68,54.796667,-7.611389
12554,Tirkillin,An Tearmann,34,55.029706450000006,-7.836675391737226
12555,Tirlaydan,Cnoc Colbha,29,55.15995375,-7.603730445323947
12556,Tirlin,An Craoslach,12,55.10535915,-7.908488764669347
12557,Tirloughan,Carraig Airt,112,55.1759915,-7.7757711527245785
12558,Tirmacroragh,Turmone,30,55.2793045,-7.103732944060937
12559,Tirnagushoge or Bicketstown,Cloghard,29,,
12560,Tironeill,Clonleigh North,5,54.87427045,-7.484734803675883
12561,Tirroddy (ED Glenalla),Glenalla,18,55.06307105,-7.614463560475812
12563,Tiryrone,Castlecary,58,55.214974749999996,-7.081071264909443
12564,Tober (ED Cavangarden),Cavangarden,62,54.54283635,-8.051210467360688
12565,Tober (ED Killea),Killea,15,54.956389,-7.501389
12566,Toberkeen,An Machaire,119,54.938056,-8.380833
12567,Tobernahoory,Ballintra,41,54.586325,-8.1196256
12568,Toberoneill,Clonleigh South,33,54.83294755,-7.538760755654841
12571,Tonagh,Killea,61,54.957352900000004,-7.440576546519948
12572,Tonbane Glebe,Fánaid Thiar,18,55.24171375,-7.735328719363169
12573,Tonduff (ED Altnapaste),Allt na Péiste,15,54.8275,-7.947778
12574,Tonduff (ED Desertegny),Desertegny,59,55.2,-7.516667
12575,Tonduff (Thompson),Allt na Péiste,30,54.82488075,-7.9452720739010605
12576,Tonregee (ED Ballyshannon Rural),Ballyshannon Rural,62,54.5169975,-8.211467957016422
12577,Tonregee (ED Inver),Inver,9,54.64921595,-8.332487440059182
12579,Toome (ED Fanad North),Fánaid Thuaidh,20,55.2418598,-7.6878525
12580,Toome (ED Lettermacaward),Leitir Mhic an Bhaird,80,54.8620808,-8.31559159580026
12582,Tops,Raphoe,41,54.850278,-7.598056
12584,Tor,Machaire Chlochair,14,,
12585,Toragh,Glen,7,55.1082777,-7.801679620477921
12586,Tory Island,Mín an Chladaigh,119,55.26442845,-8.237228475842912
12587,Toulett,Burt,15,55.0220432,-7.4586076
12588,Townparks (ED Ballyshannon Urban),Ballyshannon Urban,1141,54.5041707,-8.193840438943079
12589,Townparks (ED Clonleigh South),Clonleigh South,59,,
12590,Stranacorcragh,Machaire Chlochair,151,55.0836629,-8.279661037203557
12591,Treanamullin,Stranorlar,23,54.80691185,-7.737834015971721
12593,Treanbeg,Templedouglas,15,54.994574549999996,-7.83396909203078
12594,Treanboy,Convoy,9,54.891473250000004,-7.678788515323466
12595,Treankeel,Mín Charraigeach,23,54.9173714,-7.912348448792201
12596,Treansallagh,St. Johnstown,53,54.91495535,-7.515146101285447
12597,Treantaboy,Convoy,105,54.8820994,-7.7320756
12598,Treantagh,Treantaghmucklagh,20,54.926667,-7.4875
12599,Treantaghmucklagh,Treantaghmucklagh,42,54.93515855,-7.52138201522473
12600,Trillick,Buncrana Rural,80,55.1180808,-7.421151558756899
12601,Trimragh,Magheraboy,192,54.952104500000004,-7.662690844234497
12602,Tromaty (Inishowen East By),Whitecastle,170,,
12603,Tromaty (Inishowen West By),Whitecastle,88,,
12604,Trumman  East,Laghy,92,54.610051600000006,-8.06632517958134
12605,Trumman West Barr,Laghy,19,54.6082509,-8.036596391678184
12606,Trumman West,Laghy,27,54.6054065,-8.102625212446833
12607,Trusk,Knock,35,54.7663148,-7.7970307
12608,Tullagh (ED Cranford),Creamhghort,55,55.154722,-7.751111
12609,Tullagh (ED Dunaff),Dunaff,101,55.2903632,-7.4613299
12610,Tullaghacullion,Killybegs,45,54.6551738,-8.406046944152624
12611,Tullaghcullion,Donegal,204,54.6454342,-8.117351056069904
12612,Tullaghobegly Irish,Dún Lúiche,129,55.090627549999994,-8.103728329568936
12613,Tullaghobegly Scotch,Na Croisbhealaí,27,55.0929378,-8.08024940971147
12614,Tullanascreen,Templedouglas,9,,
12615,Tullanree,Glennagannon,106,55.24925835,-7.230742106979925
12618,Tullinteane,Corkermore,67,54.6993821,-8.38133846661399
12619,Tully (ED Carrickboy),Carrickboy,20,54.4957885,-8.19629785430606
12620,Tully (ED Donegal),Donegal,53,54.5236774,-8.235227
12621,Tully (ED Fanad West),Fánaid Thiar,8,55.202146049999996,-7.741608710293544
12623,Tullybeg (ED Ballyarr),Ballyarr,20,,
12624,Tullybeg (ED Church Hill),Mín an Lábáin,13,55.331753,-7.269152610052748
12625,Tullybeg (ED Malin),Malin,7,55.331753,-7.269152610052748
12626,Tully Hall,Ballyarr,17,55.039671999999996,-7.689611479247264
12627,Tullymore (ED Ballyarr),Ballyarr,6,,
12628,Tullymore (ED Church Hill),Mín an Lábáin,9,54.521111,-8.178056
12629,Tullymore (ED Maas),Maas,32,,
12631,Tully Mountain,Ballyarr,84,55.045911950000004,-7.688573845419197
12632,Tullyally,Redcastle,90,55.18010375,-7.129241147433431
12633,Tullyannan,Castleforward,10,54.97628205,-7.508166127119763
12634,Tullyannan Glebe,Castleforward,8,54.97245255,-7.504820064691538
12635,Tullyard (ED Glenties),Na Gleannta,22,54.79135355,-8.325456180230859
12637,Tullyarvan,Buncrana Rural/Buncrana Urban,1495,55.1530425,-7.452388074234108
12639,Tullybogly,Kincraigy,15,54.944308050000004,-7.590469962664454
12641,Tullychullion,Templedouglas,33,54.95424535,-7.863510680618067
12642,Tullycleave Beg,Dawros,16,54.80642815,-8.406778918203885
12643,Tullycleave More,Dawros,115,54.7843403,-8.409528094977937
12644,Tullyconnell,Fánaid Thiar,31,55.2206663,-7.743581435061273
12645,Tullycumber,An Bhinn Bhán,14,54.68908855,-8.232349697950166
12646,Tullydonnell Lower,Figart,9,54.8677882,-7.656466271674585
12647,Tullydonnell Upper,Figart,20,54.87234895,-7.663999230646046
12648,Tullydush Lower,Buncrana Rural,22,55.12247625,-7.3967038454588625
12649,Tullydush Upper,Buncrana Rural,26,55.1112204,-7.388092406977684
12650,Tullyearl,Tullynaught,39,54.62925705,-8.11035327789224
12651,Tullygallan,Laghy,43,54.62537385,-8.092843413815519
12653,Tullygay,Ballymacool,180,54.94524765,-7.798941140677913
12654,Tullyhonour,Mín Charraigeach,63,54.9163413,-7.935752314765688
12655,Tullyhonwar,Ard an Rátha,5,54.75745045,-8.300442273035626
12656,Tullyhorky,Ballyshannon Rural,45,54.5199645,-8.151354826490092
12657,Tullyillan,Inis Mhic an Doirn,29,54.97786785,-8.44185288273665
12658,Tullylark,Grousehall,11,54.58552335,-7.7744496749786745
12659,Tullyleague or Tullybrook,Tullynaught,35,,
12660,Tullyloskan,Tullynaught,13,54.64409635,-8.069321030132809
12661,Tullymore,Ballyshannon Rural,21,54.521111,-8.178056
12662,Tullymornin,Tullynaught,15,54.63114185,-8.092432759659092
12663,Tullynabratilly,Ballyliffin,197,55.27114725,-7.365081417301288
12664,Tullynadall,Fánaid Thuaidh,20,55.2283387,-7.7195341972499
12667,Tullynagreana,Eanymore,30,54.9613697,-8.3283431
12668,Tullynaha,Eanymore,17,54.709709000000004,-8.152042973646537
12669,Tullynavinn,Redcastle,52,55.1780938,-7.141242143734098
12670,Tullyowen,St. Johnstown,12,54.6105795,-7.7109386
12671,Tullyrap,Feddyglass,4,54.8725642,-7.540517436824401
12672,Tullytrasna (ED Binbane),An Bhinn Bhán,4,54.709852299999994,-8.21870250487218
12674,Tullyvinny,Figart,109,54.86200895,-7.623313199418005
12675,Tullyvoos,Tantallon,29,54.615833,-8.277778
12676,Tullywee,Laghy,28,54.6202789,-8.098709596297008
12677,Ture,Three Trees,121,55.0855528,-7.247776
12680,Umgall,Ardmalin,53,55.332778,-7.299444
12681,Umlagh,Carraig Airt,163,55.1680569,-7.8059552
12682,Ummerafad,Caisleán na dTuath,54,55.125662399999996,-7.885201760924958
12683,Ummerawirrinan,Gleann Cholm Cille,28,54.6284364,-8.648892956234764
12684,Umrycam (ED Mintiaghs),Mintiaghs,194,55.16421605,-7.4273489993325
12685,Umrycam (ED Fanad West),Fánaid Thiar,6,55.178436899999994,-7.715254100706211
12686,Umuskan,An Leargaidh Mhór,15,54.649040299999996,-8.574962697736975
12687,Unshinagh Lower,Clonleigh South,13,54.814300700000004,-7.519056696668761
12689,Maymore Upper,St. Johnstown,23,54.917288299999996,-7.457939933995785
12692,Urbalreagh,Malin,29,55.336389,-7.285278
12693,Urbalshinny (ED Ballintra),Ballintra,13,,
12694,Urbalshinny (ED Millford),Millford,80,55.09867095,-7.686045415567369
12695,Urrismenagh,Dunaff,80,55.242255,-7.490124185330401
